,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000007866,1619.47522334358,0.579606811927143,0.0863818072258152,4.41938940462568e-12,1.28532951200339e-10
ENSG00000007923,614.134797514992,0.0286969303221046,0.0974512130418645,0.752153918600121,0.891353802589208
ENSG00000007933,858.9532541925,0.222101772561304,0.110091203149243,0.0304687686779101,0.110169006777637
ENSG00000007944,339.641943576916,-0.462680883635424,0.123982744526051,5.76576771680011e-05,0.000538417003984151
ENSG00000007952,9.80895959778343,0.153770975997062,0.314498291586824,0.27540539679904,0.521102845234028
ENSG00000007968,1.33785146699772,0.0553751091028177,0.315599311302576,0.282788580631814,NA
ENSG00000008018,1520.21149129856,0.038550989334801,0.0814171936122061,0.606391777013086,0.805362723043274
ENSG00000008056,18.0526818159003,0.258896776185166,0.349996483286696,0.13301395450923,0.325884188547613
ENSG00000008083,301.246461842996,0.391366144715954,0.144959535166833,0.00245026699249317,0.0143219495651983
ENSG00000008086,102.482565499481,-0.160101743887263,0.199896505838059,0.302963252889613,0.552044601465794
ENSG00000008118,5.82691927201449,-0.0450726654522526,0.2960696185841,0.647343879950796,0.830933503065317
ENSG00000008128,22.3076831801815,-0.0812199400980134,0.251497990927161,0.597111847325076,0.797446365795124
ENSG00000008130,1664.46942469032,0.747559613877027,0.126571374996779,5.09560949128237e-10,1.16456312226621e-08
ENSG00000008226,5.99633297442634,-0.031853552480704,0.294228231807753,0.739999419402446,0.884575585618245
ENSG00000008256,3716.56541790484,1.16535059085078,0.104408539014796,3.52255303062376e-30,4.81202092789451e-28
ENSG00000008277,18.06554581138,-0.0995925304967851,0.265505354115082,0.515425482883257,0.739097598994107
ENSG00000008282,1964.62145950803,0.257058968516767,0.104810397758756,0.00883521323373292,0.0415861563640491
ENSG00000008283,521.10023227528,0.00695332808775432,0.105051551242113,0.945095133733562,0.976461880096488
ENSG00000008294,2902.42132295553,-0.0277051225187181,0.0769667989939012,0.695210163747552,0.860045943516455
ENSG00000008300,87.3153855535227,0.187971848510525,0.190470139942615,0.21999453836337,0.452950618379571
ENSG00000008311,721.941418739337,1.07882444362267,0.108733956687986,3.40880310036446e-24,3.25225066168106e-22
ENSG00000008323,7.7178041967981,0.0934257947684317,0.298008499519785,0.448205061188649,0.687891196131902
